sigma,t,detector_re,detector_im,detector_abs,closure_defect,covariance_residual
0.5,0.0,0.49712077818974176,0.0,0.49712077818974176,0.0,0.0
2.0,0.0,0.5235987755706745,0.0,0.5235987755706745,2.2499999999999996,0.0
0.5,14.134725141734693,-2.9994096095720124e-10,3.9892918017269036e-17,2.999409609572039e-10,0.0,1.6935779332544402e-18
0.3,10.0,0.03778297779248502,-0.004487613699904478,0.03804854908648931,0.04,9.69739903612216e-19
0.7,10.0,0.03778297779248507,0.004487613699904561,0.03804854908648937,0.03999999999999999,4.336808689942018e-19
